"MSZoning","Alley","LotShape","LandContour","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","RoofStyle","Exterior1st","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","HeatingQC","Electrical","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","PoolQC","Fence","MiscFeature"
"MSZoningRH","","LotShapeReg","LandContourHLS","LotConfigInside","NeighborhoodCrawfor","Condition1Norm","BldgTypeDuplex","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCTA","ElectricalFuseA","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageType2Types","GarageFinishUnf","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningFV","AlleyPave","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgTypeTwnhsE","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeStone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodMeadowV","Condition1Norm","BldgTypeTwnhs","HouseStyle2Story","RoofStyleGable","Exterior1stCemntBd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCFa","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningC (all)","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodIDOTRR","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stAsbShng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1BLQ","HeatingQCTA","ElectricalFuseA","BsmtFullBath1","","","","BedroomAbvGr1","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodEdwards","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalFuseA","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondTA","BsmtExposureMn","BsmtFinType1BLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stMetalSd","MasVnrTypeNone","ExterQualEx","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalMin1","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualGd","ExterCondGd","FoundationPConc","BsmtQualGd","BsmtCondGd","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","BsmtHalfBath1","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodEdwards","Condition1Feedr","BldgTypeDuplex","HouseStyle1.5Fin","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCGd","ElectricalSBrkr","BsmtFullBath2","","FullBath2","HalfBath2","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","FenceGdPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodGilbert","Condition1RRAn","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","RoofStyleGable","Exterior1stPlywood","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1LwQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuFa","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNWAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stPlywood","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodNWAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","","BsmtHalfBath1","FullBath2","","BedroomAbvGr3","KitchenQualEx","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNridgHt","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualEx","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBuiltIn","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNWAmes","Condition1Feedr","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCGd","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualEx","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodGilbert","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeBuiltIn","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourHLS","LotConfigInside","NeighborhoodTimber","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCEx","ElectricalSBrkr","","BsmtHalfBath1","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdWo",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCorner","NeighborhoodSomerst","Condition1RRNn","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeStone","ExterQualEx","ExterCondTA","FoundationPConc","BsmtQualEx","BsmtCondGd","BsmtExposureNo","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualEx","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigFR2","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR2","LandContourHLS","LotConfigInside","NeighborhoodNAmes","Condition1PosA","BldgType1Fam","HouseStyle1Story","RoofStyleFlat","Exterior1stWd Sdng","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr4","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodBrkSide","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationPConc","BsmtQualFa","BsmtCondTA","BsmtExposureMn","BsmtFinType1Unf","HeatingQCGd","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr1","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd",NA,"ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr2","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSomerst","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureMn","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondGd","BsmtExposureMn","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeAttchd","GarageFinishRFn","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodClearCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureMn","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","Fireplaces2","FireplaceQuTA","GarageTypeAttchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodMitchel","Condition1Norm","BldgTypeDuplex","HouseStyle1Story","RoofStyleGable","Exterior1stPlywood","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureGd","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigFR2","NeighborhoodGilbert","Condition1RRNn","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeBuiltIn","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodEdwards","Condition1Norm","BldgTypeDuplex","HouseStyle1Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath2","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveN","","",""
"MSZoningRL","","LotShapeReg","LandContourLow","LotConfigInside","NeighborhoodMitchel","Condition1Norm","BldgTypeDuplex","HouseStyle1Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1Unf","HeatingQCTA","ElectricalSBrkr","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveP","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodTimber","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1GLQ","HeatingQCGd","ElectricalFuseA","","BsmtHalfBath1","FullBath1","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeBasment","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodOldTown","Condition1Norm","BldgType1Fam","HouseStyle1.5Fin","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationBrkTil","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1LwQ","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnWw",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyleSLvl","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodTimber","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCEx","ElectricalSBrkr","BsmtFullBath1","","FullBath2","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuGd","GarageTypeAttchd","GarageFinishFin","GarageCars3","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeBrkFace","ExterQualGd","ExterCondTA","FoundationPConc","BsmtQualGd","BsmtCondTA","","BsmtFinType1Unf","HeatingQCEx","ElectricalSBrkr","","","FullBath2","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNWAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stPlywood","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","BsmtFullBath1","","FullBath1","HalfBath1","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodNAmes","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCGd","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualGd","FunctionalTyp","","","GarageTypeDetchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRH","","LotShapeReg","LandContourLvl","LotConfigCorner","NeighborhoodSawyerW","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleGable","Exterior1stVinylSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1BLQ","HeatingQCGd","ElectricalSBrkr","BsmtFullBath1","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishUnf","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodCollgCr","Condition1Norm","BldgType1Fam","HouseStyleSFoyer","RoofStyleGable","Exterior1stWdShing","MasVnrTypeNone","ExterQualTA","ExterCondGd","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureAv","BsmtFinType1GLQ","HeatingQCGd","ElectricalSBrkr","","BsmtHalfBath1","FullBath1","","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishFin","GarageCars1","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv",""
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigInside","NeighborhoodMitchel","Condition1Norm","BldgType1Fam","HouseStyle2Story","RoofStyleGable","Exterior1stHdBoard","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureAv","BsmtFinType1ALQ","HeatingQCEx","ElectricalSBrkr","","BsmtHalfBath1","FullBath2","HalfBath1","BedroomAbvGr4","KitchenQualTA","FunctionalMin2","Fireplaces1","FireplaceQuPo","GarageTypeAttchd","GarageFinishRFn","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceMnPrv","MiscFeatureShed"
"MSZoningRL","","LotShapeIR1","LandContourLvl","LotConfigCulDSac","NeighborhoodEdwards","Condition1Norm","BldgTypeDuplex","HouseStyleSFoyer","RoofStyleFlat","Exterior1stWdShing","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondGd","BsmtExposureGd","BsmtFinType1GLQ","HeatingQCTA","ElectricalSBrkr","","BsmtHalfBath2","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","","","","","","PavedDriveY","","",""
"MSZoningRH","","LotShapeIR1","LandContourHLS","LotConfigInside","NeighborhoodCrawfor","Condition1Norm","BldgTypeDuplex","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeBrkFace","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalFuseF","","","FullBath2","","BedroomAbvGr4","KitchenQualTA","FunctionalTyp","","","GarageTypeAttchd","GarageFinishUnf","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
"MSZoningRM","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodBlueste","Condition1Norm","BldgTypeTwnhsE","HouseStyle2Story","RoofStyleGable","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualGd","BsmtCondTA","BsmtExposureNo","BsmtFinType1ALQ","HeatingQCTA","ElectricalSBrkr","","","FullBath1","HalfBath1","BedroomAbvGr2","KitchenQualTA","FunctionalTyp","Fireplaces1","FireplaceQuTA","GarageTypeAttchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","FenceGdPrv",""
"MSZoningRL","","LotShapeReg","LandContourLvl","LotConfigInside","NeighborhoodSawyer","Condition1Norm","BldgType1Fam","HouseStyle1Story","RoofStyleHip","Exterior1stMetalSd","MasVnrTypeNone","ExterQualTA","ExterCondTA","FoundationCBlock","BsmtQualTA","BsmtCondTA","BsmtExposureNo","BsmtFinType1Rec","HeatingQCTA","ElectricalSBrkr","","","FullBath1","","BedroomAbvGr3","KitchenQualTA","FunctionalTyp","","","GarageTypeDetchd","GarageFinishFin","GarageCars2","GarageQualTA","GarageCondTA","PavedDriveY","","",""
