"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecondFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
774,20,"RL",70,10150,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",5,5,1958,1958,"Gable","CompShg","Wd Sdng","Wd Sdng","None",1,"TA","TA","CBlock","4","4","4","5",456,"6",0,456,912,"GasA","Ex","Y","FuseA",912,0,0,912,"0","0","1","0","2","1","TA",5,"Typ","0","NoFire","2",1958,"2","1",275,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","COD","Normal",11.6483301019764
775,20,"RL",110,14226,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",375,"Gd","TA","PConc","3","4","1","6",0,"6",0,1935,1935,"GasA","Gd","Y","SBrkr",1973,0,0,1973,"0","0","2","0","3","1","Gd",9,"Typ","1","3","2",2006,"1","3",895,"5","5","Y",315,45,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","New","Partial",12.8866410438833
776,120,"RM",32,4500,"Pave","NoAlley","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",320,"TA","TA","PConc","1","4","4","3",866,"6",0,338,1204,"GasA","Ex","Y","SBrkr",1204,0,0,1204,"1","0","2","0","2","1","TA",5,"Typ","0","NoFire","2",1998,"1","2",412,"5","5","Y",0,247,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",11.9953516142145
777,20,"RL",86,11210,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",240,"Gd","TA","PConc","3","4","1","3",20,"6",0,1594,1614,"GasA","Ex","Y","SBrkr",1614,0,0,1614,"0","0","2","0","3","1","Gd",7,"Typ","0","NoFire","2",2005,"2","3",865,"5","5","Y",144,59,0,0,0,0,"NoPool","NoFence","None",0,7,"2006","New","Partial",12.3081778684673
778,20,"RL",100,13350,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1974,1974,"Hip","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","4","4","4","1",762,"6",0,102,864,"GasA","TA","Y","SBrkr",894,0,0,894,"1","0","1","0","3","1","TA",5,"Typ","1","2","2",1974,"3","2",440,"5","5","Y",241,0,0,0,0,0,"NoPool","3","None",0,6,"2006","WD","Normal",11.8670972786908
779,90,"RH",60,8400,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","1Story",5,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",320,"TA","TA","Slab","NoBsmt","NoBsmt","NoBsmt","NoBsmt",0,"NoBsmt",0,0,0,"GasA","TA","Y","SBrkr",2020,0,0,2020,"0","0","2","0","4","2","TA",10,"Typ","2","5","6",1977,"3","2",630,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,10,"2007","WD","Normal",11.8775685785581
780,90,"RL",78,10530,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","SFoyer",6,5,1977,1977,"Gable","CompShg","Plywood","ImStucc","BrkFace",90,"TA","TA","CBlock","3","4","2","3",975,"6",0,0,975,"GasA","TA","Y","SBrkr",1004,0,0,1004,"1","0","1","0","2","1","TA",4,"Typ","0","NoFire","2",1977,"3","2",504,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,5,"2006","WD","Normal",11.8130300574206
781,20,"RL",63,7875,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",38,"TA","TA","PConc","3","2","4","6",0,"6",0,1237,1237,"GasA","Gd","Y","SBrkr",1253,0,0,1253,"0","0","2","0","3","1","TA",6,"Typ","1","5","2",1995,"1","2",402,"5","5","Y",220,21,0,0,0,0,"NoPool","NoFence","None",0,6,"2007","WD","Normal",12.0782392740203
782,60,"RL",65,7153,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1992,1992,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","3","4","4","1",387,"6",0,374,761,"GasA","Ex","Y","SBrkr",810,793,0,1603,"0","0","2","1","3","1","Gd",7,"Typ","0","NoFire","2",1992,"2","2",484,"5","5","Y",0,124,0,0,0,0,"NoPool","NoFence","None",0,7,"2006","WD","Normal",12.0776709307256
783,20,"RL",67,16285,"Pave","NoAlley","IR2","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","4","6",0,"6",0,1413,1413,"GasA","Ex","Y","SBrkr",1430,0,0,1430,"0","0","2","0","3","1","Gd",6,"Typ","0","NoFire","2",2001,"2","2",605,"5","5","Y",0,33,0,0,0,0,"NoPool","NoFence","None",0,6,"2009","WD","Normal",12.1393985122622
784,85,"RL",0,9101,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,6,1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",104,"TA","Gd","PConc","3","4","1","3",1097,"6",0,0,1097,"GasA","Ex","Y","SBrkr",1110,0,0,1110,"1","0","1","0","1","1","Gd",4,"Typ","1","5","2",1978,"1","2",602,"5","5","Y",303,30,0,0,0,0,"NoPool","NoFence","None",0,7,"2009","WD","Normal",12.0167264737993
785,75,"RM",35,6300,"Pave","1","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",6,6,1914,2001,"Gable","CompShg","Wd Sdng","Wd Shng","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,742,742,"GasA","Ex","Y","SBrkr",742,742,0,1484,"0","0","2","0","3","1","TA",9,"Typ","1","3","NoGarage",1914,"NoGarage","0",0,"NoGarage","NoGarage","Y",0,291,134,0,0,0,"NoPool","NoFence","None",0,6,"2008","WD","Normal",11.7597855429018
786,20,"RL",0,9790,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","CBlock","4","4","4","5",251,"4",630,491,1372,"GasA","TA","Y","SBrkr",1342,0,0,1342,"0","0","2","0","3","1","TA",7,"Typ","1","3","2",1967,"3","2",457,"5","5","Y",0,0,0,0,197,0,"NoPool","NoFence","None",0,9,"2009","WD","Normal",11.9922604216448
787,50,"RM",60,10800,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",5,6,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","PConc","2","4","4","4",686,"6",0,0,686,"GasA","TA","Y","SBrkr",966,686,0,1652,"1","0","2","0","4","1","TA",7,"Typ","0","NoFire","6",1961,"3","1",416,"5","5","Y",0,0,196,0,0,0,"NoPool","NoFence","3",1200,6,"2010","WD","Normal",11.8422292121128
788,60,"RL",76,10142,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","4","3",656,"6",0,300,956,"GasA","Ex","Y","SBrkr",956,1128,0,2084,"1","0","2","1","4","1","Gd",8,"Typ","0","NoFire","4",2004,"2","2",618,"5","5","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,1,"2010","WD","Normal",12.3587937325478
789,20,"RM",50,6000,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1954,2000,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","6",0,"6",0,901,901,"GasA","Ex","Y","SBrkr",901,0,0,901,"0","0","1","0","2","1","TA",4,"Typ","0","NoFire","6",1954,"3","1",281,"2","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,8,"2008","WD","Normal",11.5889601512462
790,60,"RL",0,12205,"Pave","NoAlley","IR1","Low","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","2Story",6,8,1966,2007,"Gable","CompShg","HdBoard","HdBoard","BrkFace",157,"TA","TA","CBlock","4","1","2","4",568,"6",0,264,832,"GasA","Gd","Y","SBrkr",976,1111,0,2087,"0","0","2","1","5","1","Gd",9,"Typ","0","NoFire","2",1966,"1","2",444,"5","5","Y",133,168,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","WD","Normal",12.1415341243926
791,120,"RL",43,3182,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",11,"Gd","TA","PConc","3","4","4","3",16,"6",0,1129,1145,"GasA","Ex","Y","SBrkr",1145,0,0,1145,"0","0","2","0","2","1","Gd",5,"Typ","1","3","2",2005,"1","2",397,"5","5","Y",100,16,0,0,0,0,"NoPool","NoFence","None",0,9,"2009","WD","Normal",11.9841783136164
792,80,"RL",0,11333,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SLvl",6,5,1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","3","4","1","1",539,"6",0,490,1029,"GasA","TA","Y","SBrkr",1062,0,0,1062,"1","0","1","0","3","1","TA",5,"Typ","2","5","2",1976,"2","2",539,"5","5","Y",120,0,0,0,0,0,"NoPool","NoFence","None",0,5,"2007","WD","Normal",11.8968263951626
793,60,"RL",92,9920,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",7,5,1996,1997,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","3","4","1","3",862,"6",0,255,1117,"GasA","Ex","Y","SBrkr",1127,886,0,2013,"1","0","2","1","3","1","TA",8,"Typ","1","5","2",1997,"3","2",455,"5","5","Y",180,130,0,0,0,0,"NoPool","NoFence","None",0,6,"2007","WD","Normal",12.5053991575767
794,20,"RL",76,9158,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","CemntBd","CmentBd","Stone",140,"Gd","TA","PConc","3","4","1","6",0,"6",0,1496,1496,"GasA","Ex","Y","SBrkr",1496,0,0,1496,"0","0","2","0","3","1","Gd",7,"Typ","0","NoFire","2",2007,"1","2",474,"5","5","Y",168,130,0,0,0,0,"NoPool","NoFence","None",0,6,"2007","New","Partial",12.3238556811866
795,60,"RL",0,10832,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1994,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"Gd","TA","PConc","3","4","4","6",0,"6",0,712,712,"GasA","Ex","Y","SBrkr",1086,809,0,1895,"0","0","2","1","3","1","Gd",7,"Typ","1","5","2",1994,"1","2",409,"5","5","Y",143,46,0,0,0,0,"NoPool","NoFence","3",500,10,"2008","WD","Normal",12.1781874420406
796,60,"RL",70,8400,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,6,1980,1981,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"TA","TA","CBlock","3","4","4","6",0,"6",0,650,650,"GasA","TA","Y","SBrkr",888,676,0,1564,"0","0","2","1","3","1","TA",7,"Typ","1","5","2",1980,"3","2",476,"5","5","Y",0,50,0,0,204,0,"NoPool","3","None",0,4,"2010","WD","Normal",12.0494188354848
797,20,"RL",71,8197,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",6,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",148,"TA","TA","CBlock","4","4","4","6",0,"6",0,660,660,"GasA","Ex","Y","SBrkr",1285,0,0,1285,"0","0","1","1","3","1","TA",7,"Typ","1","5","2",1977,"2","2",528,"5","5","Y",138,0,0,0,0,0,"NoPool","3","None",0,4,"2007","WD","Normal",11.8740903141818
798,20,"RL",57,7677,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1953,1953,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","4","4","4","2",570,"6",0,203,773,"GasA","Gd","Y","SBrkr",773,0,0,773,"0","0","1","0","2","1","TA",4,"Typ","0","NoFire","2",1953,"3","1",240,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,4,"2008","WD","Abnorml",11.6082356447746
799,60,"RL",104,13518,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",860,"Ex","TA","PConc","1","4","4","6",0,"6",0,1926,1926,"GasA","Ex","Y","SBrkr",1966,1174,0,3140,"0","0","3","1","4","1","Ex",11,"Typ","2","3","4",2009,"1","3",820,"5","5","Y",144,78,0,0,0,0,"NoPool","NoFence","None",0,7,"2009","New","Partial",13.0919041699196
800,50,"RL",60,7200,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","SWISU","Feedr","Norm","1Fam","1.5Fin",5,7,1937,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",252,"TA","TA","BrkTil","3","4","4","1",569,"6",0,162,731,"GasA","Ex","Y","SBrkr",981,787,0,1768,"1","0","1","1","3","1","Gd",7,"Typ","2","5","6",1939,"3","1",240,"5","5","Y",0,0,264,0,0,0,"NoPool","3","None",0,6,"2007","WD","Normal",12.0725412529057
801,60,"RL",79,12798,"Pave","NoAlley","IR1","HLS","AllPub","Inside","Mod","ClearCr","Feedr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","3","4","2","3",462,"6",0,154,616,"GasA","Gd","Y","SBrkr",616,1072,0,1688,"1","0","2","1","4","1","Gd",8,"Typ","0","NoFire","2",1997,"2","2",603,"5","5","Y",403,114,185,0,0,0,"NoPool","NoFence","3",400,5,"2008","WD","Normal",12.2060726455302
802,30,"RM",40,4800,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1Story",4,7,1916,1990,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","4","4","4","4",197,"6",0,999,1196,"GasA","Ex","Y","FuseA",1196,0,0,1196,"1","0","1","0","2","1","TA",5,"Typ","0","NoFire","6",1957,"3","2",440,"5","5","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,7,"2007","WD","Normal",11.6073261403917
803,60,"RL",63,8199,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2005,"Gable","CompShg","WdShing","Wd Shng","None",0,"Gd","TA","PConc","3","4","1","3",648,"6",0,80,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,"1","0","2","1","3","1","Gd",7,"Typ","1","3","2",2005,"1","2",410,"5","5","Y",36,18,0,0,0,0,"NoPool","NoFence","None",0,10,"2008","WD","Normal",12.1495022940418
804,60,"RL",107,13891,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2008,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",424,"Ex","TA","PConc","1","4","2","6",0,"6",0,1734,1734,"GasA","Ex","Y","SBrkr",1734,1088,0,2822,"0","0","3","1","4","1","Ex",12,"Typ","1","3","4",2009,"2","3",1020,"5","5","Y",52,170,0,0,192,0,"NoPool","NoFence","None",0,1,"2009","New","Partial",13.2758275359155
805,20,"RL",75,9000,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","4","4",812,"6",0,124,936,"GasA","TA","Y","SBrkr",1128,0,0,1128,"0","0","1","0","2","1","TA",5,"Min1","0","NoFire","2",1954,"3","1",286,"5","5","Y",0,0,0,0,0,0,"NoPool","2","None",0,6,"2006","WD","Family",11.6784399034478
806,20,"RL",91,12274,"Pave","NoAlley","IR1","Lvl","AllPub","FR2","Gtl","Somerst","Norm","Norm","1Fam","1Story",7,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",256,"Gd","TA","PConc","3","4","4","6",0,"6",0,1417,1417,"GasA","Ex","Y","SBrkr",1428,0,0,1428,"0","0","2","0","3","1","Ex",6,"Typ","0","NoFire","2",2008,"2","2",554,"5","5","Y",0,60,0,0,0,0,"NoPool","NoFence","None",0,7,"2008","New","Partial",12.3356964133237
807,80,"RL",75,9750,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1967,1967,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","4","4","1","1",400,"5",480,100,980,"GasA","Gd","Y","SBrkr",980,0,0,980,"0","0","2","0","3","1","TA",6,"Typ","0","NoFire","2",1967,"1","1",384,"5","5","Y",68,0,0,0,0,0,"NoPool","NoFence","None",0,10,"2006","WD","Normal",11.8167269193019
808,70,"RL",144,21384,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","2Story",5,6,1923,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","4","4","2","3",1309,"6",0,15,1324,"GasA","Ex","Y","SBrkr",1072,504,0,1576,"2","0","1","1","3","1","Gd",6,"Typ","1","5","2",1923,"2","2",528,"5","5","Y",0,312,0,0,0,0,"NoPool","NoFence","None",0,5,"2009","WD","Normal",12.3171666930358
809,80,"RL",85,13400,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",5,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1047,"TA","TA","CBlock","4","4","1","1",516,"2",128,380,1024,"GasA","TA","Y","SBrkr",1086,0,0,1086,"1","0","1","0","3","1","TA",6,"Typ","1","3","2",1966,"2","2",484,"5","5","Y",0,0,0,0,0,0,"NoPool","2","None",0,6,"2006","WD","Normal",11.9826165453777
810,75,"RM",90,8100,"Pave","NoAlley","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2.5Unf",5,5,1898,1965,"Hip","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","4","4","4","6",0,"6",0,849,849,"GasA","TA","N","FuseA",1075,1063,0,2138,"0","0","2","0","2","3","TA",11,"Typ","0","NoFire","6",1910,"3","2",360,"2","4","N",40,156,0,0,0,0,"NoPool","3","None",0,11,"2009","WD","Normal",11.5711943730942
811,20,"RL",78,10140,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"TA","TA","CBlock","4","4","4","1",663,"4",377,0,1040,"GasA","Fa","Y","SBrkr",1309,0,0,1309,"1","0","1","1","3","1","Gd",5,"Typ","1","2","2",1974,"2","2",484,"5","5","Y",265,0,0,0,0,648,"2","1","None",0,1,"2006","WD","Normal",12.106252310248
812,120,"RM",0,4438,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","TwnhsE","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",169,"Gd","TA","PConc","3","4","2","3",662,"6",0,186,848,"GasA","Ex","Y","SBrkr",848,0,0,848,"1","0","1","0","1","1","Gd",4,"Typ","1","3","2",2004,"1","2",420,"5","5","Y",140,0,0,0,0,0,"NoPool","NoFence","None",0,6,"2008","ConLD","Normal",11.8810347865346
813,20,"C (all)",66,8712,"Grvl","NoAlley","Reg","Bnk","AllPub","Inside","Mod","IDOTRR","Norm","Norm","1Fam","1Story",5,5,1952,1952,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","4","4","1","6",0,"6",0,540,540,"GasA","TA","N","FuseA",1044,0,0,1044,"0","0","1","0","2","1","Fa",4,"Typ","0","NoFire","3",1952,"3","2",504,"5","5","N",0,0,0,0,0,0,"NoPool","NoFence","3",54,6,"2010","WD","Alloca",10.9329819619041
814,20,"RL",75,9750,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1958,1958,"Gable","CompShg","MetalSd","MetalSd","BrkFace",243,"TA","TA","CBlock","4","4","4","5",608,"6",0,834,1442,"GasA","Gd","Y","SBrkr",1442,0,0,1442,"0","0","1","1","4","1","TA",7,"Typ","0","NoFire","2",1958,"2","1",301,"5","5","Y",0,0,275,0,0,0,"NoPool","NoFence","3",500,4,"2007","COD","Normal",11.9697172002437
815,50,"RL",45,8248,"Pave","1","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,7,1918,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","4","4","4","6",0,"6",0,686,686,"GasW","Gd","Y","SBrkr",686,564,0,1250,"0","1","1","1","3","1","Fa",7,"Typ","0","NoFire","6",1955,"3","1",280,"5","5","P",207,0,96,0,0,0,"NoPool","NoFence","None",0,7,"2006","WD","Normal",11.6613454700885
816,20,"RL",48,12137,"Pave","NoAlley","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",442,"TA","TA","PConc","3","4","4","6",0,"6",0,1649,1649,"GasA","Ex","Y","SBrkr",1661,0,0,1661,"0","0","2","0","3","1","Gd",6,"Typ","0","NoFire","2",1998,"2","2",598,"5","5","Y",0,34,0,0,0,0,"NoPool","NoFence","None",0,5,"2010","WD","Normal",12.3234111379474
817,20,"RL",0,11425,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","BrkFace","BrkFace","None",0,"TA","TA","CBlock","4","4","4","2",486,"6",0,522,1008,"GasA","Gd","Y","SBrkr",1008,0,0,1008,"0","0","1","0","2","1","TA",4,"Typ","1","3","2",1954,"2","1",275,"5","5","Y",0,0,120,0,0,0,"NoPool","NoFence","None",0,7,"2006","WD","Normal",11.8277362048103
818,20,"RL",0,13265,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","CompShg","CemntBd","CmentBd","BrkFace",148,"Gd","TA","PConc","3","4","4","3",1218,"6",0,350,1568,"GasA","Ex","Y","SBrkr",1689,0,0,1689,"1","0","2","0","3","1","Gd",7,"Typ","2","3","2",2002,"2","3",857,"5","5","Y",150,59,0,0,0,0,"NoPool","NoFence","None",0,7,"2008","WD","Normal",12.5098740998618
819,80,"RL",80,8816,"Pave","NoAlley","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","4","4","1","3",504,"6",0,506,1010,"GasA","Gd","Y","SBrkr",1052,0,0,1052,"1","0","1","0","3","1","TA",6,"Typ","0","NoFire","2",1971,"3","2",440,"5","5","Y",0,0,0,0,0,0,"NoPool","3","None",0,6,"2010","WD","Normal",11.9511803959014
820,120,"RL",44,6371,"Pave","NoAlley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",7,5,2009,2010,"Gable","CompShg","VinylSd","VinylSd","Stone",128,"Gd","TA","PConc","3","4","3","3",733,"6",0,625,1358,"GasA","Ex","Y","SBrkr",1358,0,0,1358,"1","0","2","0","2","1","Gd",6,"Typ","1","3","2",2010,"2","2",484,"5","5","Y",192,35,0,0,0,0,"NoPool","NoFence","None",0,6,"2010","New","Partial",12.3194013308372
821,60,"RL",72,7226,"Pave","NoAlley","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","4","6",0,"6",0,798,798,"GasA","Ex","Y","SBrkr",798,842,0,1640,"0","0","2","1","3","1","Gd",6,"Typ","0","NoFire","2",2003,"2","2",595,"5","5","Y",0,45,0,0,0,0,"NoPool","NoFence","None",0,6,"2008","WD","Normal",12.1172414318236
822,20,"RM",60,6000,"Pave","2","Reg","Bnk","AllPub","Inside","Mod","OldTown","Norm","Norm","2fmCon","1Story",4,4,1953,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","CBlock","2","4","4","6",0,"6",0,936,936,"GasA","TA","N","SBrkr",936,0,0,936,"0","0","1","0","2","1","TA",4,"Min2","0","NoFire","6",1974,"3","2",576,"5","5","Y",0,32,112,0,0,0,"NoPool","NoFence","None",0,2,"2009","WD","Normal",11.4403547721354
823,60,"RL",0,12394,"Pave","NoAlley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","3","4","2","6",0,"6",0,847,847,"GasA","Ex","Y","SBrkr",847,886,0,1733,"0","0","2","1","3","1","Gd",7,"Typ","1","3","4",2003,"1","2",433,"5","5","Y",100,48,0,0,0,0,"NoPool","NoFence","None",0,10,"2007","WD","Family",12.3238556811866
